node_aa,grid_id,chi_hat,l_r_hat,l_f_hat
1,sq_10_16,0.9998669097242987,0.9998819270227661,0.9999427007365981
2,sq_10_17,0.9998669097242987,0.9998795429716558,0.9999435596820813
3,sq_10_18,0.9998669097242987,0.9998805815862284,0.9999431663879299
4,sq_10_19,0.9998669097242987,0.9998814704222984,0.9999428599397172
5,sq_10_20,0.9998669097242987,0.9998813438004654,0.9999428684067236
6,sq_10_21,0.9998669097242987,0.9998814916351789,0.9999428386434682
7,sq_10_22,0.9998669097242987,0.9998805634119752,0.9999432026418533
8,sq_10_23,0.9998669097242987,0.9998815897932122,0.999942813199643
9,sq_10_24,0.9998669097242987,0.9998814716803643,0.9999428586747872
10,sq_10_25,0.9998669097242987,0.999881839578038,0.9999427193280898
11,sq_10_26,0.9998669097242987,0.9998813706289331,0.9999428870075833
12,sq_10_27,0.9998669097242987,0.9998810521507169,0.9999430033555162
13,sq_10_28,0.9998669097242987,0.9998811059370701,0.9999429782115276
14,sq_10_29,0.9998669097242987,0.9998794667917076,0.9999435447042755
15,sq_10_30,0.9998669097242987,0.9998814473201156,0.999942871957302
16,sq_10_31,0.9998669097242987,0.999879151003251,0.9999454747622295
17,sq_10_32,0.9998669097242987,0.9992447745068972,1.0007195231323809
18,sq_10_33,0.9998669097242987,1.0002850449559582,0.9999400960879724
19,sq_10_34,0.9998669097242987,1.0023443356174817,0.9987523618281052
20,sq_10_35,0.9998669097242987,0.9999032433163982,0.9999309606048123
21,sq_10_36,0.9998669097242987,1.0020250469317722,0.9985891225268513
22,sq_10_37,0.9998669097242987,0.9999029111763671,0.9999318179353478
23,sq_10_39,0.9998669097242987,0.9998819270227665,0.9999427007365979
24,sq_10_40,0.9998669097242987,0.9999256549077564,0.9999074989228659
25,sq_10_41,0.9998669097242987,0.9998476957768418,0.9999599631118561
26,sq_10_42,0.9998669097242987,0.9998840071815408,0.9999415338199011
27,sq_10_43,0.9998669097242987,0.9998811764879585,0.9999429350946497
28,sq_10_44,0.9998669097242987,0.99988151841312,0.9999428423628753
29,sq_10_45,0.9998669097242987,0.9998815061036522,0.9999428470524117
30,sq_10_46,0.9998669097242987,0.9998861387901614,0.9999372701327441
31,sq_10_47,0.9998669097242987,0.9998816238182455,0.9999427786987417
32,sq_10_48,0.9998669097242987,0.999879069934195,0.9999437211461775
33,sq_10_50,0.9998669097242987,0.9998814884917914,0.9999428551758314
34,sq_10_51,0.9998669097242987,0.9998785044754747,0.9999439414424197
35,sq_11_18,0.9998669097242987,0.9998805546705536,0.9999431021132235
36,sq_11_19,0.9998669097242987,0.999881495849293,0.9999428547809286
37,sq_11_20,0.9998669097242987,0.9998818104418857,0.999942738844767
38,sq_11_21,0.9998669097242987,0.9998815824050282,0.9999428124184807
39,sq_11_22,0.9998669097242987,0.9998812326587977,0.9999429296287383
40,sq_11_23,0.9998669097242987,0.9998804888858023,0.999943508644451
41,sq_11_24,0.9998669097242987,0.9998814823802034,0.999942851032681
42,sq_11_25,0.9998669097242987,0.9998813928497733,0.9999428768134916
43,sq_11_26,0.9998669097242987,0.9998816779149446,0.9999427697870334
44,sq_11_27,0.9998669097242987,0.9998817366523288,0.999942765684459
45,sq_11_29,0.9998669097242987,0.9998811141432707,0.9999429697177764
46,sq_11_30,0.9998669097242987,0.9998800009991863,0.9999433891134765
47,sq_11_31,0.9998669097242987,1.0048561728041374,0.9971259675013439
48,sq_11_32,0.9998669097242987,0.9969977571162478,1.0057085610414203
49,sq_11_33,0.9998669097242987,0.999880881642773,0.9999438693694981
50,sq_11_35,0.9998669097242987,0.9998693194022146,0.9999506667105746
51,sq_11_36,0.9998669097242987,0.9987020404456007,1.0009357219222652
52,sq_11_37,0.9998669097242987,0.9998782646700481,0.9999446233284889
53,sq_11_38,0.9998669097242987,0.9998819270227668,0.9999427007365977
